"Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes"
"Variável - Área plantada ou destinada à colheita (Hectares)"
"Cód.","Município","Ano x Produto das lavouras temporárias e permanentes"
"Cód.","Município","2010"
"Cód.","Município","Total"
"2926004","Remanso (BA)","12700"
"2926103","Retirolândia (BA)","6900"
"2926202","Riachão das Neves (BA)","99649"
"2926301","Riachão do Jacuípe (BA)","1070"
"2926400","Riacho de Santana (BA)","6388"
"2926509","Ribeira do Amparo (BA)","5422"
"2926608","Ribeira do Pombal (BA)","13246"
"2926657","Ribeirão do Largo (BA)","3689"
"2926707","Rio de Contas (BA)","3300"
"2926806","Rio do Antônio (BA)","3542"
"2926905","Rio do Pires (BA)","5773"
"2927002","Rio Real (BA)","26885"
"2927101","Rodelas (BA)","752"
"2927200","Ruy Barbosa (BA)","2479"
"2927309","Salinas da Margarida (BA)","132"
"2927408","Salvador (BA)","3"
"2927507","Santa Bárbara (BA)","6644"
"2927606","Santa Brígida (BA)","10980"
"2927705","Santa Cruz Cabrália (BA)","3578"
"2927804","Santa Cruz da Vitória (BA)","872"
"2927903","Santa Inês (BA)","664"
"2928000","Santaluz (BA)","28450"
"2928059","Santa Luzia (BA)","15620"
"2928109","Santa Maria da Vitória (BA)","7572"
"2928208","Santana (BA)","9641"
"2928307","Santanópolis (BA)","6896"
"2928406","Santa Rita de Cássia (BA)","4387"
"2928505","Santa Terezinha (BA)","608"
"2928604","Santo Amaro (BA)","3500"
"2928703","Santo Antônio de Jesus (BA)","3362"
"2928802","Santo Estêvão (BA)","8920"
"2928901","São Desidério (BA)","441164"
"2928950","São Domingos (BA)","5890"
"2929008","São Félix (BA)","1186"
"2929057","São Félix do Coribe (BA)","4217"
"2929107","São Felipe (BA)","2882"
"2929206","São Francisco do Conde (BA)","633"
"2929255","São Gabriel (BA)","28296"
"2929305","São Gonçalo dos Campos (BA)","10650"
"2929354","São José da Vitória (BA)","2930"
"2929370","São José do Jacuípe (BA)","3478"
"2929404","São Miguel das Matas (BA)","5770"
"2929503","São Sebastião do Passé (BA)","1964"
"2929602","Sapeaçu (BA)","4453"
"2929701","Sátiro Dias (BA)","12277"
"2929750","Saubara (BA)","160"
"2929800","Saúde (BA)","1860"
"2929909","Seabra (BA)","9668"
"2930006","Sebastião Laranjeiras (BA)","5231"
"2930105","Senhor do Bonfim (BA)","5162"
"2930154","Serra do Ramalho (BA)","16189"
"2930204","Sento Sé (BA)","5827"
"2930303","Serra Dourada (BA)","3999"
"2930402","Serra Preta (BA)","1233"
"2930501","Serrinha (BA)","14238"
"2930600","Serrolândia (BA)","1858"
"2930709","Simões Filho (BA)","166"
"2930758","Sítio do Mato (BA)","3495"
"2930766","Sítio do Quinto (BA)","16875"
"2930774","Sobradinho (BA)","1638"
"2930808","Souto Soares (BA)","12850"
"2930907","Tabocas do Brejo Velho (BA)","2622"
"2931004","Tanhaçu (BA)","2792"
"2931053","Tanque Novo (BA)","7397"
"2931103","Tanquinho (BA)","990"
"2931202","Taperoá (BA)","15312"
"2931301","Tapiramutá (BA)","12610"
"2931350","Teixeira de Freitas (BA)","4104"
"2931400","Teodoro Sampaio (BA)","630"
"2931509","Teofilândia (BA)","7365"
"2931608","Teolândia (BA)","7232"
"2931707","Terra Nova (BA)","2332"
"2931806","Tremedal (BA)","4532"
"2931905","Tucano (BA)","35924"
"2932002","Uauá (BA)","5581"
"2932101","Ubaíra (BA)","7505"
"2932200","Ubaitaba (BA)","7860"
"2932309","Ubatã (BA)","5684"
"2932408","Uibaí (BA)","5310"
"2932457","Umburanas (BA)","9390"
"2932507","Una (BA)","26894"
"2932606","Urandi (BA)","4225"
"2932705","Uruçuca (BA)","15323"
"2932804","Utinga (BA)","2065"
"2932903","Valença (BA)","25250"
"2933000","Valente (BA)","10890"
"2933059","Várzea da Roça (BA)","975"
"2933109","Várzea do Poço (BA)","2965"
"2933158","Várzea Nova (BA)","13940"
"2933174","Varzedo (BA)","2403"
"2933208","Vera Cruz (BA)","222"
"2933257","Vereda (BA)","2416"
"2933307","Vitória da Conquista (BA)","25769"
"2933406","Wagner (BA)","1774"
"2933455","Wanderley (BA)","14261"
"2933505","Wenceslau Guimarães (BA)","25035"
"2933604","Xique-Xique (BA)","2004"
"3100104","Abadia dos Dourados (MG)","3792"
"3100203","Abaeté (MG)","3632"
"3100302","Abre Campo (MG)","7597"
"3100401","Acaiaca (MG)","447"
"3100500","Açucena (MG)","729"
"3100609","Água Boa (MG)","7372"
"3100708","Água Comprida (MG)","31965"
"3100807","Aguanil (MG)","2615"
"3100906","Águas Formosas (MG)","340"
"3101003","Águas Vermelhas (MG)","2160"
"3101102","Aimorés (MG)","6928"
"3101201","Aiuruoca (MG)","2075"
"3101300","Alagoa (MG)","366"
"3101409","Albertina (MG)","1550"
"3101508","Além Paraíba (MG)","319"
"3101607","Alfenas (MG)","22549"
"3101631","Alfredo Vasconcelos (MG)","664"
"3101706","Almenara (MG)","2610"
"3101805","Alpercata (MG)","151"
"3101904","Alpinópolis (MG)","6934"
"3102001","Alterosa (MG)","7411"
"3102050","Alto Caparaó (MG)","4267"
"3102100","Alto Rio Doce (MG)","5965"
"3102209","Alvarenga (MG)","1915"
"3102308","Alvinópolis (MG)","2206"
"3102407","Alvorada de Minas (MG)","603"
"3102506","Amparo do Serra (MG)","634"
"3102605","Andradas (MG)","10415"
"3102704","Cachoeira de Pajeú (MG)","1639"
"3102803","Andrelândia (MG)","3579"
"3102852","Angelândia (MG)","5078"
"3102902","Antônio Carlos (MG)","1077"
"3103009","Antônio Dias (MG)","320"
"3103108","Antônio Prado de Minas (MG)","685"
"3103207","Araçaí (MG)","166"
"3103306","Aracitaba (MG)","181"
"3103405","Araçuaí (MG)","1731"
"3103504","Araguari (MG)","48745"
"3103603","Arantina (MG)","490"
"3103702","Araponga (MG)","5184"
"3103751","Araporã (MG)","11650"
"3103801","Arapuá (MG)","964"
"3103900","Araújos (MG)","950"
"3104007","Araxá (MG)","15126"
"3104106","Arceburgo (MG)","3367"
"3104205","Arcos (MG)","7485"
"3104304","Areado (MG)","5652"
"3104403","Argirita (MG)","145"
"3104452","Aricanduva (MG)","1538"
"3104502","Arinos (MG)","11655"
"3104601","Astolfo Dutra (MG)","751"
"3104700","Ataléia (MG)","1087"
"3104809","Augusto de Lima (MG)","2918"
"3104908","Baependi (MG)","4908"
"3105004","Baldim (MG)","1730"
"3105103","Bambuí (MG)","20807"
"3105202","Bandeira (MG)","818"
"3105301","Bandeira do Sul (MG)","757"
"3105400","Barão de Cocais (MG)","415"
"3105509","Barão de Monte Alto (MG)","327"
"3105608","Barbacena (MG)","2739"
"3105707","Barra Longa (MG)","880"
"3105905","Barroso (MG)","250"
"3106002","Bela Vista de Minas (MG)","99"
"3106101","Belmiro Braga (MG)","418"
"3106200","Belo Horizonte (MG)","..."
"3106309","Belo Oriente (MG)","760"
"3106408","Belo Vale (MG)","2514"
"3106507","Berilo (MG)","1368"
"3106606","Bertópolis (MG)","189"
"3106655","Berizal (MG)","561"
"3106705","Betim (MG)","220"
"3106804","Bias Fortes (MG)","1210"
"3106903","Bicas (MG)","223"
"3107000","Biquinhas (MG)","1060"
"3107109","Boa Esperança (MG)","25011"
"3107208","Bocaina de Minas (MG)","271"
"3107307","Bocaiúva (MG)","10805"
"3107406","Bom Despacho (MG)","7504"
"3107505","Bom Jardim de Minas (MG)","471"
"3107604","Bom Jesus da Penha (MG)","7630"
"3107703","Bom Jesus do Amparo (MG)","1172"
"3107802","Bom Jesus do Galho (MG)","3605"
"3107901","Bom Repouso (MG)","2130"
"3108008","Bom Sucesso (MG)","6287"
"3108107","Bonfim (MG)","1239"
"3108206","Bonfinópolis de Minas (MG)","31607"
"3108255","Bonito de Minas (MG)","1511"
"3108305","Borda da Mata (MG)","3415"
"3108404","Botelhos (MG)","8930"
"3108503","Botumirim (MG)","2060"
"3108552","Brasilândia de Minas (MG)","3320"
"3108602","Brasília de Minas (MG)","4548"
"3108701","Brás Pires (MG)","986"
"3108800","Braúnas (MG)","673"
"3108909","Brazópolis (MG)","4134"
"3109006","Brumadinho (MG)","1796"
"3109105","Bueno Brandão (MG)","4046"
"3109204","Buenópolis (MG)","3663"
"3109253","Bugre (MG)","396"
"3109303","Buritis (MG)","108635"
"3109402","Buritizeiro (MG)","22426"
"3109451","Cabeceira Grande (MG)","20836"
"3109501","Cabo Verde (MG)","13179"
"3109600","Cachoeira da Prata (MG)","38"
"3109709","Cachoeira de Minas (MG)","3888"
"3109808","Cachoeira Dourada (MG)","12954"
"3109907","Caetanópolis (MG)","252"
"3110004","Caeté (MG)","1049"
"3110103","Caiana (MG)","2894"
"3110202","Cajuri (MG)","2513"
"3110301","Caldas (MG)","5190"
"3110400","Camacho (MG)","2779"
"3110509","Camanducaia (MG)","1240"
"3110608","Cambuí (MG)","621"
"3110707","Cambuquira (MG)","8987"
"3110806","Campanário (MG)","720"
"3110905","Campanha (MG)","8479"
"3111002","Campestre (MG)","13851"
"3111101","Campina Verde (MG)","12162"
"3111150","Campo Azul (MG)","1340"
"3111200","Campo Belo (MG)","7401"
"3111309","Campo do Meio (MG)","8020"
"3111408","Campo Florido (MG)","35688"
"3111507","Campos Altos (MG)","20053"
"3111606","Campos Gerais (MG)","26188"
"3111705","Canaã (MG)","4029"
"3111804","Canápolis (MG)","35868"
"3111903","Cana Verde (MG)","3165"
"3112000","Candeias (MG)","12202"
"3112059","Cantagalo (MG)","1338"
"3112109","Caparaó (MG)","4116"
"3112208","Capela Nova (MG)","1866"
"3112307","Capelinha (MG)","8571"
"3112406","Capetinga (MG)","5961"
"3112505","Capim Branco (MG)","93"
"3112604","Capinópolis (MG)","50799"
"3112653","Capitão Andrade (MG)","221"
"3112703","Capitão Enéas (MG)","4202"
"3112802","Capitólio (MG)","3458"
"3112901","Caputira (MG)","5813"
"3113008","Caraí (MG)","4787"
"3113107","Caranaíba (MG)","902"
"3113206","Carandaí (MG)","7647"
"3113305","Carangola (MG)","4899"
"3113404","Caratinga (MG)","11760"
"3113503","Carbonita (MG)","1377"
"3113602","Careaçu (MG)","1863"
"3113701","Carlos Chagas (MG)","666"
"3113800","Carmésia (MG)","411"
"3113909","Carmo da Cachoeira (MG)","18907"
"3114006","Carmo da Mata (MG)","3057"
"3114105","Carmo de Minas (MG)","4931"
"3114204","Carmo do Cajuru (MG)","1476"
"3114303","Carmo do Paranaíba (MG)","14319"
"3114402","Carmo do Rio Claro (MG)","19262"
"3114501","Carmópolis de Minas (MG)","1339"
"3114550","Carneirinho (MG)","7687"
"3114600","Carrancas (MG)","2903"
"3114709","Carvalhópolis (MG)","2082"
"3114808","Carvalhos (MG)","685"
"3114907","Casa Grande (MG)","1480"
"3115003","Cascalho Rico (MG)","3519"
"3115102","Cássia (MG)","10904"
"3115201","Conceição da Barra de Minas (MG)","1284"
"3115300","Cataguases (MG)","631"
"3115359","Catas Altas (MG)","260"
"3115409","Catas Altas da Noruega (MG)","708"
"3115458","Catuji (MG)","1019"
"3115474","Catuti (MG)","1698"
"3115508","Caxambu (MG)","538"
"3115607","Cedro do Abaeté (MG)","353"
"3115706","Central de Minas (MG)","888"
"3115805","Centralina (MG)","21227"
"3115904","Chácara (MG)","71"
"3116001","Chalé (MG)","2780"
"3116100","Chapada do Norte (MG)","783"
"3116159","Chapada Gaúcha (MG)","20443"
"3116209","Chiador (MG)","90"
"3116308","Cipotânea (MG)","3033"
"3116407","Claraval (MG)","4068"
"3116506","Claro dos Poções (MG)","2800"
"3116605","Cláudio (MG)","3481"
"3116704","Coimbra (MG)","1796"
"3116803","Coluna (MG)","1492"
"3116902","Comendador Gomes (MG)","11454"
"3117009","Comercinho (MG)","1820"
"3117108","Conceição da Aparecida (MG)","7081"
"3117207","Conceição das Pedras (MG)","2964"
"3117306","Conceição das Alagoas (MG)","84250"
"3117405","Conceição de Ipanema (MG)","1529"
"3117504","Conceição do Mato Dentro (MG)","1753"
"3117603","Conceição do Pará (MG)","850"
"3117702","Conceição do Rio Verde (MG)","8528"
"3117801","Conceição dos Ouros (MG)","1033"
"3117836","Cônego Marinho (MG)","3770"
"3117876","Confins (MG)","10"
"3117900","Congonhal (MG)","1156"
"3118007","Congonhas (MG)","407"
"3118106","Congonhas do Norte (MG)","1107"
"3118205","Conquista (MG)","28415"
"3118304","Conselheiro Lafaiete (MG)","832"
"3118403","Conselheiro Pena (MG)","8039"
"3118502","Consolação (MG)","150"
"3118601","Contagem (MG)","..."
"3118700","Coqueiral (MG)","8315"
"3118809","Coração de Jesus (MG)","13178"
"3118908","Cordisburgo (MG)","1072"
"3119005","Cordislândia (MG)","6386"
"3119104","Corinto (MG)","2028"
"3119203","Coroaci (MG)","1957"
"3119302","Coromandel (MG)","64211"
"3119401","Coronel Fabriciano (MG)","110"
"3119500","Coronel Murta (MG)","392"
"3119609","Coronel Pacheco (MG)","616"
"3119708","Coronel Xavier Chaves (MG)","1234"
"3119807","Córrego Danta (MG)","1295"
"3119906","Córrego do Bom Jesus (MG)","405"
"3119955","Córrego Fundo (MG)","2030"
"3120003","Córrego Novo (MG)","1164"
"3120102","Couto de Magalhães de Minas (MG)","396"
"3120151","Crisólita (MG)","536"
"3120201","Cristais (MG)","11472"
"3120300","Cristália (MG)","873"
"3120409","Cristiano Otoni (MG)","876"
"3120508","Cristina (MG)","3725"
"3120607","Crucilândia (MG)","1171"
"3120706","Cruzeiro da Fortaleza (MG)","3850"
"3120805","Cruzília (MG)","6554"
"3120839","Cuparaque (MG)","583"
"3120870","Curral de Dentro (MG)","1308"
"3120904","Curvelo (MG)","3196"
"3121001","Datas (MG)","952"
"3121100","Delfim Moreira (MG)","456"
"3121209","Delfinópolis (MG)","13691"
"3121258","Delta (MG)","4491"
"3121308","Descoberto (MG)","231"
"3121407","Desterro de Entre Rios (MG)","3699"
"3121506","Desterro do Melo (MG)","1695"
"3121605","Diamantina (MG)","2408"
"3121704","Diogo de Vasconcelos (MG)","1838"
"3121803","Dionísio (MG)","680"
"3121902","Divinésia (MG)","545"
"3122009","Divino (MG)","11951"
"3122108","Divino das Laranjeiras (MG)","132"
"3122207","Divinolândia de Minas (MG)","498"
"3122306","Divinópolis (MG)","1370"
"3122355","Divisa Alegre (MG)","531"
"3122405","Divisa Nova (MG)","3726"
"3122454","Divisópolis (MG)","3369"
"3122470","Dom Bosco (MG)","2159"
"3122504","Dom Cavati (MG)","586"
"3122603","Dom Joaquim (MG)","619"
"3122702","Dom Silvério (MG)","628"
"3122801","Dom Viçoso (MG)","931"
"3122900","Dona Eusébia (MG)","141"
"3123007","Dores de Campos (MG)","169"
"3123106","Dores de Guanhães (MG)","670"
"3123205","Dores do Indaiá (MG)","2275"
"3123304","Dores do Turvo (MG)","1802"
"3123403","Doresópolis (MG)","507"
"3123502","Douradoquara (MG)","376"
"3123528","Durandé (MG)","5747"
"3123601","Elói Mendes (MG)","12448"
"3123700","Engenheiro Caldas (MG)","472"
"3123809","Engenheiro Navarro (MG)","1848"
"3123858","Entre Folhas (MG)","1060"
"3123908","Entre Rios de Minas (MG)","9500"
"3124005","Ervália (MG)","10592"
"3124104","Esmeraldas (MG)","916"
"3124203","Espera Feliz (MG)","10127"
"3124302","Espinosa (MG)","5291"
"3124401","Espírito Santo do Dourado (MG)","3051"
"3124500","Estiva (MG)","1570"
"3124609","Estrela Dalva (MG)","201"
"3124708","Estrela do Indaiá (MG)","1922"
"3124807","Estrela do Sul (MG)","11981"
"3124906","Eugenópolis (MG)","3888"
"3125002","Ewbank da Câmara (MG)","197"
"3125101","Extrema (MG)","689"
"3125200","Fama (MG)","2086"
"3125309","Faria Lemos (MG)","1159"
"3125408","Felício dos Santos (MG)","1747"
"3125507","São Gonçalo do Rio Preto (MG)","757"
"3125606","Felisburgo (MG)","738"
"3125705","Felixlândia (MG)","2675"
"3125804","Fernandes Tourinho (MG)","328"
"3125903","Ferros (MG)","2735"
"3125952","Fervedouro (MG)","4624"
"3126000","Florestal (MG)","355"
"3126109","Formiga (MG)","15380"
"3126208","Formoso (MG)","33963"
"3126307","Fortaleza de Minas (MG)","2255"
"3126406","Fortuna de Minas (MG)","310"
"3126505","Francisco Badaró (MG)","573"
"3126604","Francisco Dumont (MG)","1486"
"3126703","Francisco Sá (MG)","3663"
"3126752","Franciscópolis (MG)","1261"
"3126802","Frei Gaspar (MG)","943"
"3126901","Frei Inocêncio (MG)","377"
"3126950","Frei Lagonegro (MG)","781"
"3127008","Fronteira (MG)","6767"
"3127057","Fronteira dos Vales (MG)","368"
"3127073","Fruta de Leite (MG)","1238"
"3127107","Frutal (MG)","52930"
"3127206","Funilândia (MG)","566"
"3127305","Galiléia (MG)","374"
"3127339","Gameleiras (MG)","3790"
"3127354","Glaucilândia (MG)","2038"
"3127370","Goiabeira (MG)","157"
"3127388","Goianá (MG)","230"
"3127404","Gonçalves (MG)","386"
"3127503","Gonzaga (MG)","478"
"3127602","Gouveia (MG)","913"
"3127701","Governador Valadares (MG)","2334"
"3127800","Grão Mogol (MG)","4020"
"3127909","Grupiara (MG)","737"
"3128006","Guanhães (MG)","1667"
"3128105","Guapé (MG)","9143"
"3128204","Guaraciaba (MG)","3194"
"3128253","Guaraciama (MG)","1839"
"3128303","Guaranésia (MG)","7526"
"3128402","Guarani (MG)","530"
"3128501","Guarará (MG)","129"
"3128600","Guarda-Mor (MG)","68445"
"3128709","Guaxupé (MG)","8599"
"3128808","Guidoval (MG)","1095"
"3128907","Guimarânia (MG)","4985"
"3129004","Guiricema (MG)","2888"
"3129103","Gurinhatã (MG)","7043"
"3129202","Heliodora (MG)","4571"
"3129301","Iapu (MG)","468"
"3129400","Ibertioga (MG)","765"
"3129509","Ibiá (MG)","56553"
"3129608","Ibiaí (MG)","2553"
"3129657","Ibiracatu (MG)","1211"
"3129707","Ibiraci (MG)","10053"
"3129806","Ibirité (MG)","18"
"3129905","Ibitiúra de Minas (MG)","1781"
"3130002","Ibituruna (MG)","1551"
"3130051","Icaraí de Minas (MG)","3195"
"3130101","Igarapé (MG)","202"
"3130200","Igaratinga (MG)","89"
"3130309","Iguatama (MG)","18000"
"3130408","Ijaci (MG)","1159"
"3130507","Ilicínea (MG)","7302"
"3130556","Imbé de Minas (MG)","4304"
"3130606","Inconfidentes (MG)","1579"
"3130655","Indaiabira (MG)","2711"
"3130705","Indianópolis (MG)","24022"
"3130804","Ingaí (MG)","2232"
"3130903","Inhapim (MG)","7880"
"3131000","Inhaúma (MG)","806"
"3131109","Inimutaba (MG)","1520"
"3131158","Ipaba (MG)","1047"
"3131208","Ipanema (MG)","2417"
"3131307","Ipatinga (MG)","95"
"3131406","Ipiaçu (MG)","11674"
"3131505","Ipuiúna (MG)","5894"
"3131604","Iraí de Minas (MG)","7262"
"3131703","Itabira (MG)","877"
"3131802","Itabirinha (MG)","573"
"3131901","Itabirito (MG)","2117"
"3132008","Itacambira (MG)","1536"
"3132107","Itacarambi (MG)","2732"
"3132206","Itaguara (MG)","1647"
"3132305","Itaipé (MG)","4466"
"3132404","Itajubá (MG)","1421"
"3132503","Itamarandiba (MG)","3088"
"3132602","Itamarati de Minas (MG)","702"
"3132701","Itambacuri (MG)","2840"
"3132800","Itambé do Mato Dentro (MG)","67"
"3132909","Itamogi (MG)","8551"
"3133006","Itamonte (MG)","678"
"3133105","Itanhandu (MG)","277"
"3133204","Itanhomi (MG)","674"
"3133303","Itaobim (MG)","833"
"3133402","Itapagipe (MG)","14212"
"3133501","Itapecerica (MG)","3390"
"3133600","Itapeva (MG)","749"
"3133709","Itatiaiuçu (MG)","327"
"3133758","Itaú de Minas (MG)","964"
"3133808","Itaúna (MG)","752"
"3133907","Itaverava (MG)","1277"
"3134004","Itinga (MG)","1146"
"3134103","Itueta (MG)","4179"
"3134202","Ituiutaba (MG)","38846"
"3134301","Itumirim (MG)","1592"
"3134400","Iturama (MG)","31820"
"3134509","Itutinga (MG)","2718"
"3134608","Jaboticatubas (MG)","1109"
"3134707","Jacinto (MG)","2470"
"3134806","Jacuí (MG)","2658"
"3134905","Jacutinga (MG)","5132"
"3135001","Jaguaraçu (MG)","80"
"3135050","Jaíba (MG)","12490"
"3135076","Jampruca (MG)","157"
"3135100","Janaúba (MG)","5930"
"3135209","Januária (MG)","12002"
"3135308","Japaraíba (MG)","5616"
"3135357","Japonvar (MG)","1312"
"3135407","Jeceaba (MG)","1792"
"3135456","Jenipapo de Minas (MG)","527"
"3135506","Jequeri (MG)","3725"
"3135605","Jequitaí (MG)","2053"
"3135704","Jequitibá (MG)","1271"
"3135803","Jequitinhonha (MG)","1584"
"3135902","Jesuânia (MG)","1886"
"3136009","Joaíma (MG)","546"
"3136108","Joanésia (MG)","387"
"3136207","João Monlevade (MG)","34"
"3136306","João Pinheiro (MG)","31540"
"3136405","Joaquim Felício (MG)","2376"
"3136504","Jordânia (MG)","520"
"3136520","José Gonçalves de Minas (MG)","431"
"3136553","José Raydan (MG)","1062"
"3136579","Josenópolis (MG)","540"
"3136603","Nova União (MG)","1293"
"3136652","Juatuba (MG)","264"
"3136702","Juiz de Fora (MG)","893"
"3136801","Juramento (MG)","2269"
"3136900","Juruaia (MG)","6176"
"3136959","Juvenília (MG)","1850"
"3137007","Ladainha (MG)","1810"
"3137106","Lagamar (MG)","3229"
"3137205","Lagoa da Prata (MG)","12605"
