"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias"
"Variável - Área colhida (Hectares)"
"Cód.","Município","Ano x Produto das lavouras temporárias"
"Cód.","Município","2010"
"Cód.","Município","Algodão herbáceo (em caroço)","Cana-de-açúcar","Milho (em grão)","Soja (em grão)"
"2608305","Jupi (PE)","-","20","1000","-"
"2608404","Jurema (PE)","-","-","800","-"
"2608453","Lagoa do Carro (PE)","-","2000","10","-"
"2608503","Lagoa de Itaenga (PE)","-","4700","50","-"
"2608602","Lagoa do Ouro (PE)","-","20","400","-"
"2608701","Lagoa dos Gatos (PE)","-","250","900","-"
"2608750","Lagoa Grande (PE)","-","-","750","-"
"2608800","Lajedo (PE)","-","-","1500","-"
"2608909","Limoeiro (PE)","10","770","600","-"
"2609006","Macaparana (PE)","-","3840","9","-"
"2609105","Machados (PE)","-","3000","10","-"
"2609154","Manari (PE)","40","-","5000","-"
"2609204","Maraial (PE)","-","4400","7","-"
"2609303","Mirandiba (PE)","20","5","1500","-"
"2609402","Moreno (PE)","-","10000","-","-"
"2609501","Nazaré da Mata (PE)","-","5000","10","-"
"2609600","Olinda (PE)","-","-","-","-"
"2609709","Orobó (PE)","-","20","500","-"
"2609808","Orocó (PE)","-","7","100","-"
"2609907","Ouricuri (PE)","50","8","6500","-"
"2610004","Palmares (PE)","-","8000","20","-"
"2610103","Palmeirina (PE)","-","20","24","-"
"2610202","Panelas (PE)","-","500","900","-"
"2610301","Paranatama (PE)","-","20","1700","-"
"2610400","Parnamirim (PE)","-","5","1500","-"
"2610509","Passira (PE)","5","20","3000","-"
"2610608","Paudalho (PE)","-","6500","-","-"
"2610707","Paulista (PE)","-","-","20","-"
"2610806","Pedra (PE)","-","-","2100","-"
"2610905","Pesqueira (PE)","-","-","1000","-"
"2611002","Petrolândia (PE)","-","-","-","-"
"2611101","Petrolina (PE)","-","120","1200","-"
"2611200","Poção (PE)","-","-","420","-"
"2611309","Pombos (PE)","-","1500","10","-"
"2611408","Primavera (PE)","-","8196","-","-"
"2611507","Quipapá (PE)","-","2000","1500","-"
"2611533","Quixaba (PE)","-","-","100","-"
"2611606","Recife (PE)","...","...","...","..."
"2611705","Riacho das Almas (PE)","-","500","600","-"
"2611804","Ribeirão (PE)","-","10000","-","-"
"2611903","Rio Formoso (PE)","-","6126","30","-"
"2612000","Sairé (PE)","-","8196","-","-"
"2612109","Salgadinho (PE)","-","6500","200","-"
"2612208","Salgueiro (PE)","20","5","1000","-"
"2612307","Saloá (PE)","-","-","1000","-"
"2612406","Sanharó (PE)","-","-","1200","-"
"2612455","Santa Cruz (PE)","64","10","3500","-"
"2612471","Santa Cruz da Baixa Verde (PE)","-","500","850","-"
"2612505","Santa Cruz do Capibaribe (PE)","-","500","100","-"
"2612554","Santa Filomena (PE)","15","10","2000","-"
"2612604","Santa Maria da Boa Vista (PE)","-","20","600","-"
"2612703","Santa Maria do Cambucá (PE)","-","6500","1000","-"
"2612802","Santa Terezinha (PE)","-","20","150","-"
"2612901","São Benedito do Sul (PE)","-","1950","40","-"
"2613008","São Bento do Una (PE)","-","-","3000","-"
"2613107","São Caitano (PE)","-","500","800","-"
"2613206","São João (PE)","-","20","1600","-"
"2613305","São Joaquim do Monte (PE)","-","8196","30","-"
"2613404","São José da Coroa Grande (PE)","-","320","-","-"
"2613503","São José do Belmonte (PE)","10","500","4500","-"
"2613602","São José do Egito (PE)","10","10","500","-"
"2613701","São Lourenço da Mata (PE)","-","4800","-","-"
"2613800","São Vicente Férrer (PE)","-","950","90","-"
"2613909","Serra Talhada (PE)","377","500","7344","-"
"2614006","Serrita (PE)","-","65","2700","-"
"2614105","Sertânia (PE)","40","-","3100","-"
"2614204","Sirinhaém (PE)","-","17000","15","-"
"2614303","Moreilândia (PE)","-","5","250","-"
"2614402","Solidão (PE)","-","14","500","-"
"2614501","Surubim (PE)","20","6500","500","-"
"2614600","Tabira (PE)","13","15","300","-"
"2614709","Tacaimbó (PE)","-","-","500","-"
"2614808","Tacaratu (PE)","-","500","-","-"
"2614857","Tamandaré (PE)","-","4100","-","-"
"2615003","Taquaritinga do Norte (PE)","-","500","600","-"
"2615102","Terezinha (PE)","-","20","1000","-"
"2615201","Terra Nova (PE)","-","5","150","-"
"2615300","Timbaúba (PE)","-","10000","186","-"
"2615409","Toritama (PE)","-","500","50","-"
"2615508","Tracunhaém (PE)","-","7000","22","-"
"2615607","Trindade (PE)","10","-","1500","-"
"2615706","Triunfo (PE)","-","450","1000","-"
"2615805","Tupanatinga (PE)","-","-","1700","-"
"2615904","Tuparetama (PE)","10","-","100","-"
"2616001","Venturosa (PE)","20","-","1100","-"
"2616100","Verdejante (PE)","5","10","1500","-"
"2616183","Vertente do Lério (PE)","-","6500","200","-"
"2616209","Vertentes (PE)","1","6500","200","-"
"2616308","Vicência (PE)","-","8000","50","-"
"2616407","Vitória de Santo Antão (PE)","-","6000","-","-"
"2616506","Xexéu (PE)","-","3700","2","-"
"2700102","Água Branca (AL)","24","27","1100","-"
"2700201","Anadia (AL)","-","8600","20","-"
"2700300","Arapiraca (AL)","90","350","900","-"
"2700409","Atalaia (AL)","-","20100","-","-"
"2700508","Barra de Santo Antônio (AL)","-","2250","-","-"
"2700607","Barra de São Miguel (AL)","-","1330","-","-"
"2700706","Batalha (AL)","20","-","1000","-"
"2700805","Belém (AL)","-","-","180","-"
"2700904","Belo Monte (AL)","-","-","1000","-"
"2701001","Boca da Mata (AL)","-","12700","20","-"
"2701100","Branquinha (AL)","-","4900","32","-"
"2701209","Cacimbinhas (AL)","5","-","1000","-"
"2701308","Cajueiro (AL)","-","3700","-","-"
"2701357","Campestre (AL)","-","3100","7","-"
"2701407","Campo Alegre (AL)","-","16400","-","-"
"2701506","Campo Grande (AL)","-","-","165","-"
"2701605","Canapi (AL)","-","-","1071","-"
"2701704","Capela (AL)","-","8300","-","-"
"2701803","Carneiros (AL)","11","-","273","-"
"2701902","Chã Preta (AL)","-","86","-","-"
"2702009","Coité do Nóia (AL)","20","-","500","-"
"2702108","Colônia Leopoldina (AL)","-","7100","30","-"
"2702207","Coqueiro Seco (AL)","-","440","-","-"
"2702306","Coruripe (AL)","-","52238","230","-"
"2702355","Craíbas (AL)","50","-","1400","-"
"2702405","Delmiro Gouveia (AL)","-","-","952","-"
"2702504","Dois Riachos (AL)","15","-","1800","-"
"2702553","Estrela de Alagoas (AL)","-","-","1500","-"
"2702603","Feira Grande (AL)","50","-","500","-"
"2702702","Feliz Deserto (AL)","-","2650","-","-"
"2702801","Flexeiras (AL)","-","5500","27","-"
"2702900","Girau do Ponciano (AL)","100","-","3000","-"
"2703007","Ibateguara (AL)","-","2646","250","-"
"2703106","Igaci (AL)","30","-","2520","-"
"2703205","Igreja Nova (AL)","-","8200","329","-"
"2703304","Inhapi (AL)","-","-","1500","-"
"2703403","Jacaré dos Homens (AL)","-","-","250","-"
"2703502","Jacuípe (AL)","-","2390","42","-"
"2703601","Japaratinga (AL)","-","1319","25","-"
"2703700","Jaramataia (AL)","10","-","1000","-"
"2703759","Jequiá da Praia (AL)","-","15600","20","-"
"2703809","Joaquim Gomes (AL)","-","2800","35","-"
"2703908","Jundiá (AL)","-","3100","8","-"
"2704005","Junqueiro (AL)","-","12500","-","-"
"2704104","Lagoa da Canoa (AL)","50","-","300","-"
"2704203","Limoeiro de Anadia (AL)","-","4500","60","-"
"2704302","Maceió (AL)","-","9000","-","-"
"2704401","Major Isidoro (AL)","10","-","1700","-"
"2704500","Maragogi (AL)","-","4500","20","-"
"2704609","Maravilha (AL)","18","-","400","-"
"2704708","Marechal Deodoro (AL)","-","15300","-","-"
"2704807","Maribondo (AL)","-","106","-","-"
"2704906","Mar Vermelho (AL)","-","53","-","-"
"2705002","Mata Grande (AL)","30","52","980","-"
"2705101","Matriz de Camaragibe (AL)","-","9293","22","-"
"2705200","Messias (AL)","-","7282","-","-"
"2705309","Minador do Negrão (AL)","-","-","300","-"
"2705408","Monteirópolis (AL)","20","-","358","-"
"2705507","Murici (AL)","-","10780","3","-"
"2705606","Novo Lino (AL)","-","4800","25","-"
"2705705","Olho d'Água das Flores (AL)","5","-","265","-"
"2705804","Olho d'Água do Casado (AL)","40","-","1100","-"
"2705903","Olho d'Água Grande (AL)","-","-","273","-"
"2706000","Olivença (AL)","50","-","300","-"
"2706109","Ouro Branco (AL)","36","-","375","-"
"2706208","Palestina (AL)","7","-","147","-"
"2706307","Palmeira dos Índios (AL)","-","-","2250","-"
"2706406","Pão de Açúcar (AL)","50","-","1375","-"
"2706422","Pariconha (AL)","18","9","993","-"
"2706448","Paripueira (AL)","-","1790","-","-"
"2706505","Passo de Camaragibe (AL)","-","7750","15","-"
"2706604","Paulo Jacinto (AL)","-","-","-","-"
"2706703","Penedo (AL)","-","17700","133","-"
"2706802","Piaçabuçu (AL)","-","-","-","-"
"2706901","Pilar (AL)","-","7200","-","-"
"2707008","Pindoba (AL)","-","700","-","-"
"2707107","Piranhas (AL)","48","-","399","-"
"2707206","Poço das Trincheiras (AL)","16","-","300","-"
"2707305","Porto Calvo (AL)","-","9000","63","-"
"2707404","Porto de Pedras (AL)","-","1800","35","-"
"2707503","Porto Real do Colégio (AL)","-","180","123","-"
"2707602","Quebrangulo (AL)","-","-","-","-"
"2707701","Rio Largo (AL)","-","15660","-","-"
"2707800","Roteiro (AL)","-","8250","3","-"
"2707909","Santa Luzia do Norte (AL)","-","1740","-","-"
"2708006","Santana do Ipanema (AL)","105","-","1980","-"
"2708105","Santana do Mundaú (AL)","-","134","-","-"
"2708204","São Brás (AL)","-","-","168","-"
"2708303","São José da Laje (AL)","-","11600","140","-"
"2708402","São José da Tapera (AL)","70","-","364","-"
"2708501","São Luís do Quitunde (AL)","-","19000","23","-"
"2708600","São Miguel dos Campos (AL)","-","29000","7","-"
"2708709","São Miguel dos Milagres (AL)","-","1350","10","-"
"2708808","São Sebastião (AL)","4","7000","280","-"
"2708907","Satuba (AL)","-","900","-","-"
"2708956","Senador Rui Palmeira (AL)","24","-","251","-"
"2709004","Tanque d'Arca (AL)","-","600","60","-"
"2709103","Taquarana (AL)","-","300","2000","-"
"2709152","Teotônio Vilela (AL)","-","15500","40","-"
"2709202","Traipu (AL)","120","-","3100","-"
"2709301","União dos Palmares (AL)","-","11270","60","-"
"2709400","Viçosa (AL)","-","1300","-","-"
"2800100","Amparo de São Francisco (SE)","-","-","45","-"
"2800209","Aquidabã (SE)","-","-","800","-"
"2800308","Aracaju (SE)","...","...","...","..."
"2800407","Arauá (SE)","-","-","300","-"
"2800506","Areia Branca (SE)","-","687","110","-"
"2800605","Barra dos Coqueiros (SE)","-","-","40","-"
"2800670","Boquim (SE)","-","-","120","-"
"2800704","Brejo Grande (SE)","-","-","6","-"
"2801009","Campo do Brito (SE)","-","-","280","-"
"2801108","Canhoba (SE)","-","-","250","-"
"2801207","Canindé de São Francisco (SE)","-","-","2000","-"
"2801306","Capela (SE)","-","11880","600","-"
"2801405","Carira (SE)","-","-","40000","-"
"2801504","Carmópolis (SE)","-","430","75","-"
"2801603","Cedro de São João (SE)","-","-","165","-"
"2801702","Cristinápolis (SE)","-","-","300","-"
"2801900","Cumbe (SE)","-","150","1200","-"
"2802007","Divina Pastora (SE)","-","240","70","-"
"2802106","Estância (SE)","-","-","240","-"
"2802205","Feira Nova (SE)","-","-","3000","-"
"2802304","Frei Paulo (SE)","-","-","14500","-"
"2802403","Gararu (SE)","-","-","4000","-"
"2802502","General Maynard (SE)","-","-","12","-"
"2802601","Gracho Cardoso (SE)","-","-","1000","-"
"2802700","Ilha das Flores (SE)","-","-","10","-"
"2802809","Indiaroba (SE)","-","-","300","-"
"2802908","Itabaiana (SE)","-","-","100","-"
"2803005","Itabaianinha (SE)","-","-","150","-"
"2803104","Itabi (SE)","-","-","1100","-"
"2803203","Itaporanga d'Ajuda (SE)","-","-","200","-"
"2803302","Japaratuba (SE)","-","5478","150","-"
"2803401","Japoatã (SE)","-","3240","120","-"
"2803500","Lagarto (SE)","-","-","2100","-"
"2803609","Laranjeiras (SE)","-","6060","110","-"
"2803708","Macambira (SE)","-","-","2800","-"
"2803807","Malhada dos Bois (SE)","-","30","70","-"
"2803906","Malhador (SE)","-","-","70","-"
"2804003","Maruim (SE)","-","1612","35","-"
"2804102","Moita Bonita (SE)","-","-","80","-"
"2804201","Monte Alegre de Sergipe (SE)","-","-","5200","-"
"2804300","Muribeca (SE)","-","617","140","-"
"2804409","Neópolis (SE)","-","2329","250","-"
"2804458","Nossa Senhora Aparecida (SE)","-","-","7000","-"
"2804508","Nossa Senhora da Glória (SE)","-","-","9500","-"
"2804607","Nossa Senhora das Dores (SE)","-","2700","1000","-"
"2804706","Nossa Senhora de Lourdes (SE)","-","-","800","-"
"2804805","Nossa Senhora do Socorro (SE)","-","-","20","-"
"2804904","Pacatuba (SE)","-","3110","100","-"
"2805000","Pedra Mole (SE)","-","-","2600","-"
"2805109","Pedrinhas (SE)","-","-","50","-"
"2805208","Pinhão (SE)","-","-","7500","-"
"2805307","Pirambu (SE)","-","-","90","-"
"2805406","Poço Redondo (SE)","-","-","6000","-"
"2805505","Poço Verde (SE)","-","-","13960","-"
"2805604","Porto da Folha (SE)","-","-","6000","-"
"2805703","Propriá (SE)","-","-","65","-"
"2805802","Riachão do Dantas (SE)","-","-","640","-"
"2805901","Riachuelo (SE)","-","1780","50","-"
"2806008","Ribeirópolis (SE)","-","-","4500","-"
"2806107","Rosário do Catete (SE)","-","1170","35","-"
"2806206","Salgado (SE)","-","-","360","-"
"2806305","Santa Luzia do Itanhy (SE)","-","80","230","-"
"2806404","Santana do São Francisco (SE)","-","353","80","-"
"2806503","Santa Rosa de Lima (SE)","-","300","120","-"
"2806602","Santo Amaro das Brotas (SE)","-","900","80","-"
"2806701","São Cristóvão (SE)","-","983","80","-"
"2806800","São Domingos (SE)","-","-","280","-"
"2806909","São Francisco (SE)","-","836","28","-"
"2807006","São Miguel do Aleixo (SE)","-","-","4000","-"
"2807105","Simão Dias (SE)","-","-","30000","-"
"2807204","Siriri (SE)","-","1700","120","-"
"2807303","Telha (SE)","-","-","182","-"
"2807402","Tobias Barreto (SE)","-","-","3700","-"
"2807501","Tomar do Geru (SE)","-","-","400","-"
"2807600","Umbaúba (SE)","-","-","400","-"
"2900108","Abaíra (BA)","-","1500","175","-"
"2900207","Abaré (BA)","-","-","170","-"
"2900306","Acajutiba (BA)","-","-","500","-"
"2900355","Adustina (BA)","-","-","27500","-"
"2900405","Água Fria (BA)","-","-","2144","-"
"2900504","Érico Cardoso (BA)","30","330","500","-"
"2900603","Aiquara (BA)","-","25","50","-"
"2900702","Alagoinhas (BA)","-","10","120","-"
"2900801","Alcobaça (BA)","-","100","100","-"
"2900900","Almadina (BA)","-","40","40","-"
"2901007","Amargosa (BA)","-","210","13","-"
"2901106","Amélia Rodrigues (BA)","-","3000","20","-"
"2901155","América Dourada (BA)","-","-","3200","-"
"2901205","Anagé (BA)","80","36","800","-"
"2901304","Andaraí (BA)","-","6","-","-"
"2901353","Andorinha (BA)","-","-","340","-"
"2901403","Angical (BA)","-","65","3900","-"
"2901502","Anguera (BA)","-","-","600","-"
"2901601","Antas (BA)","-","-","4000","-"
"2901700","Antônio Cardoso (BA)","-","-","2000","-"
"2901809","Antônio Gonçalves (BA)","-","8","660","-"
"2901908","Aporá (BA)","-","-","1000","-"
"2901957","Apuarema (BA)","-","-","24","-"
"2902005","Aracatu (BA)","300","-","-","-"
"2902054","Araçás (BA)","-","10","80","-"
"2902104","Araci (BA)","-","-","6000","-"
"2902203","Aramari (BA)","-","-","105","-"
"2902252","Arataca (BA)","-","3","-","-"
"2902302","Aratuípe (BA)","-","20","31","-"
"2902401","Aurelino Leal (BA)","-","-","-","-"
"2902500","Baianópolis (BA)","600","150","2350","7000"
"2902609","Baixa Grande (BA)","-","-","500","-"
"2902658","Banzaê (BA)","-","-","1000","-"
"2902708","Barra (BA)","-","1800","10","-"
"2902807","Barra da Estiva (BA)","-","50","-","-"
"2902906","Barra do Choça (BA)","-","45","3500","-"
"2903003","Barra do Mendes (BA)","-","-","1100","-"
"2903102","Barra do Rocha (BA)","-","15","16","-"
"2903201","Barreiras (BA)","32335","950","25945","115100"
"2903235","Barro Alto (BA)","-","-","3000","-"
"2903276","Barrocas (BA)","-","-","2000","-"
"2903300","Barro Preto (BA)","-","-","-","-"
"2903409","Belmonte (BA)","-","70","34","-"
"2903508","Belo Campo (BA)","-","12","300","-"
"2903607","Biritinga (BA)","-","-","3000","-"
"2903706","Boa Nova (BA)","10","70","350","-"
"2903805","Boa Vista do Tupim (BA)","-","-","270","-"
"2903904","Bom Jesus da Lapa (BA)","-","400","1200","-"
"2903953","Bom Jesus da Serra (BA)","-","-","60","-"
"2904001","Boninal (BA)","-","15","90","-"
"2904050","Bonito (BA)","-","-","100","-"
"2904100","Boquira (BA)","5","8","20","-"
"2904209","Botuporã (BA)","40","50","800","-"
"2904308","Brejões (BA)","-","-","18","-"
"2904407","Brejolândia (BA)","-","70","900","-"
"2904506","Brotas de Macaúbas (BA)","-","100","20","-"
"2904605","Brumado (BA)","350","-","-","-"
"2904704","Buerarema (BA)","-","5","-","-"
"2904753","Buritirama (BA)","-","100","30","-"
"2904803","Caatiba (BA)","-","180","31","-"
"2904852","Cabaceiras do Paraguaçu (BA)","-","-","880","-"
"2904902","Cachoeira (BA)","-","1800","205","-"
"2905008","Caculé (BA)","10","200","1100","-"
"2905107","Caém (BA)","-","10","300","-"
"2905156","Caetanos (BA)","-","-","30","-"
"2905206","Caetité (BA)","25","900","850","-"
"2905305","Cafarnaum (BA)","-","-","1300","-"
"2905404","Cairu (BA)","-","10","5","-"
"2905503","Caldeirão Grande (BA)","-","-","210","-"
"2905602","Camacan (BA)","-","30","-","-"
"2905701","Camaçari (BA)","-","-","60","-"
"2905800","Camamu (BA)","-","12","150","-"
"2905909","Campo Alegre de Lourdes (BA)","-","-","4000","-"
"2906006","Campo Formoso (BA)","86","45","2210","-"
"2906105","Canápolis (BA)","-","600","800","-"
"2906204","Canarana (BA)","-","10","8200","-"
"2906303","Canavieiras (BA)","-","-","-","-"
"2906402","Candeal (BA)","-","-","550","-"
"2906501","Candeias (BA)","-","7","-","-"
"2906600","Candiba (BA)","50","100","370","-"
"2906709","Cândido Sales (BA)","-","50","150","-"
"2906808","Cansanção (BA)","-","8","9000","-"
"2906824","Canudos (BA)","-","-","2000","-"
"2906857","Capela do Alto Alegre (BA)","-","-","450","-"
"2906873","Capim Grosso (BA)","-","-","-","-"
"2906899","Caraíbas (BA)","60","44","300","-"
"2906907","Caravelas (BA)","-","2580","-","-"
"2907004","Cardeal da Silva (BA)","-","-","210","-"
"2907103","Carinhanha (BA)","180","100","1100","-"
"2907202","Casa Nova (BA)","-","56","393","-"
"2907301","Castro Alves (BA)","-","-","330","-"
"2907400","Catolândia (BA)","-","80","435","-"
"2907509","Catu (BA)","-","-","190","-"
"2907558","Caturama (BA)","40","45","500","-"
"2907608","Central (BA)","30","66","5600","-"
"2907707","Chorrochó (BA)","-","-","120","-"
"2907806","Cícero Dantas (BA)","-","-","6500","-"
"2907905","Cipó (BA)","-","-","400","-"
"2908002","Coaraci (BA)","-","40","-","-"
"2908101","Cocos (BA)","-","1100","5170","12720"
"2908200","Conceição da Feira (BA)","-","-","47","-"
"2908309","Conceição do Almeida (BA)","-","-","120","-"
"2908408","Conceição do Coité (BA)","-","-","1200","-"
"2908507","Conceição do Jacuípe (BA)","-","10","320","-"
"2908606","Conde (BA)","-","-","120","-"
"2908705","Condeúba (BA)","-","60","2180","-"
"2908804","Contendas do Sincorá (BA)","30","30","395","-"
